HTR2A	CBL
SMAD3	CEBPA
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
DRD2	CALM1
CALM1	AR
AR	E2F4
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
DRD2	EPB41L1
EPB41L1	APP
APP	MYC
FLNA	LMNA
LMNA	PML
PML	ATF2
DRD2	PAWR
PAWR	SHMT2
SHMT2	ATF4
LMNA	RB1
RB1	TFAP2A
EPB41L1	COPS5
FLNA	ILF2
ILF2	MOV10
MOV10	ATF6B
FLNA	REL
REL	CEP19
CEP19	CREB3L2
COPS5	PGRMC1
PGRMC1	CREB3L1
EPB41L1	ITPR1
ITPR1	BRCA1
BRCA1	CREB5
REL	NFKB1
CALM1	HSP90AA1
FLNA	RBM39
RBM39	JUN
PPP1R9B	CDKN2A
CDKN2A	E2F1
CDKN2A	SP1
PML	FOS
PAWR	STAT1
COPS5	HIF1A
SHMT2	E2F2
RB1	E2F3
RB1	PAX2
STAT1	STAT3
REL	RELA
REL	CREBBP
REL	EP300
HSP90AA1	ARNT
FLNA	FILIP1
FILIP1	HSF1
REL	ATXN1
ATXN1	ETV4
FLNA	SRRM2
SRRM2	ELAVL1
ELAVL1	ELK4
CALM1	GTF2I
GTF2I	SRF
CALM1	TCF3
COPS5	SMAD4
CALM1	ESR1
ESR1	SP3
PAWR	AATF
AATF	SMAD3
PAWR	FBXO45
FBXO45	TP73
PAWR	CAND1
CAND1	NR3C2
COPS5	JUND
PPP1CA	YAP1
PPP1CA	WWTR1
CDKN2A	EGR1
APP	ELK1
ELK1	FLI1
EP300	JUNB
RB1	PAX5
PAWR	SQSTM1
SQSTM1	RARA
LMNA	CTNNB1
PML	RXRA
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
ATXN1	DAZAP2
AR	TCF7L2
COPS5	NCOA1
NCOA1	TEAD1
FLNA	BSG
BSG	VPS52
VPS52	TEAD4
E2F1	TEAD3
PML	MYB
SQSTM1	STAT5A
RBM39	PGR
PGR	STAT5B
PML	RUNX1
REL	HDAC1
HSP90AA1	EPAS1
ITPR1	BCL2
LMNA	KAT5
KAT5	CEBPA
DRD3	EPB41L1
COPS5	TP53
DRD3	RDX
RDX	ENO1
ENO1	E2F4
DRD3	GIPC1
GIPC1	MCM7
MCM7	FHL2
FHL2	CREB1
MCM7	RB1
RB1	ATF2
GIPC1	OGT
OGT	RELA
RELA	ATF4
GIPC1	SH3BP4
SH3BP4	TFAP2A
COPS5	NXF1
NXF1	ATF6B
EPB41L1	PSMB5
PSMB5	RND1
RND1	CREB3L2
COPS5	NFKB1
EPB41L1	COPS3
COPS3	HSP90AA1
COPS5	JUN
DRD3	USP48
USP48	UBC
UBC	E2F1
RB1	SP1
RELA	FOS
DRD3	MPDZ
MPDZ	KIT
KIT	STAT1
MCM7	HIF1A
RB1	E2F2
RB1	STAT3
HIF1A	CREBBP
RDX	CTTN
CTTN	EP300
RB1	ARNT
GIPC1	ACTN1
ACTN1	PIAS4
PIAS4	ETS1
RELA	PPARA
RDX	HSPA4
HSPA4	HSF1
COPS3	RFWD2
RFWD2	ETV4
APP	MAPK8
FHL2	SRF
COPS5	TOP1
TOP1	ELK3
RELA	SP3
DRD3	SLC9A3
SLC9A3	NEDD4L
NEDD4L	SMAD3
GIPC1	MMS19
MMS19	XPO1
XPO1	TP73
APP	C9orf41
C9orf41	NR3C2
ENO1	YAP1
HIF1A	WWTR1
RELA	EGR1
MMS19	FMNL1
FMNL1	FLI1
MAPK8	JUNB
MMS19	ESR1
MMS19	RARA
PIAS4	LEF1
RELA	RXRA
MMS19	THRB
THRB	RXRB
THRB	RXRG
APP	FBLN1
FBLN1	TCF7L2
COPS5	CTNNB1
MCM7	TRIM27
YAP1	TEAD3
OGT	SIN3A
SIN3A	MYB
RFWD2	ETS2
MCM7	PRMT1
PRMT1	STAT5A
KIT	STAT5B
FHL2	RUNX1
SIN3A	RUNX1T1
MCM7	EPAS1
GIPC1	LRP2
LRP2	ALB
ALB	BBC3
MCM7	UBE3A
UBE3A	CEBPA
DRD4	STUB1
STUB1	TP53
DRD4	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	AKT1
AKT1	CREB1
STUB1	MYC
ARRB2	MAPK1
MAPK1	ATF2
ARRB2	NFKBIA
NFKBIA	ATF4
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	MAP2K4
MAP2K4	JUN
JUN	CREB3
DRD4	GRB2
ARRB2	RPA1
RPA1	ELAVL1
RPA1	PGRMC1
NFKBIA	NFKB1
ARRB2	YWHAQ
ARRB2	XRCC5
XRCC5	BRCA1
MAPK1	SP1
ARRB2	POLR2E
POLR2E	FOS
ARRB2	STAT1
STUB1	HIF1A
TRIM28	E2F3
MAP2K4	MAPK8
ARRB2	CAPN1
CAPN1	STAT3
STUB1	RELA
ARRB2	CSK
CSK	CREBBP
ARRB2	CDK3
CDK3	PPARA
STUB1	HSF1
ARRB2	MAPK3
MAPK3	ELK4
ARRB2	CSNK2A1
CSNK2A1	SRF
ARRB2	HNRNPM
HNRNPM	TOP1
ARRB2	SPTBN1
SPTBN1	SMAD4
ARRB2	SFPQ
SFPQ	SP3
RPA1	SMAD3
ARRB2	ITCH
ITCH	TP73
ARRB2	PTGES3
PTGES3	NR3C2
MAPK1	JUND
YWHAQ	YAP1
ARRB2	YWHAE
YWHAE	WWTR1
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
ARRB2	MAPK9
MAPK9	JUNB
STUB1	ESR1
MAPK1	PAX5
AKT1	RARA
ARRB2	ALYREF
ALYREF	LEF1
MAPK1	RXRA
STUB1	NR3C1
NR3C1	RXRB
RPA1	CUL1
CUL1	RXRG
ARRB2	HGS
HGS	DAZAP2
GRB2	FUS
FUS	TCF7L2
DAZAP2	TCF7L1
HGS	INSR
INSR	TEAD1
TRIM28	MYB
MAPK1	ELK1
MAPK1	STAT5A
GRB2	EGFR
STUB1	RUNX1
ARRB2	HDAC2
HDAC2	RUNX1T1
ARRB2	MCM3
MCM3	EPAS1
ARRB2	HNRNPA1
HNRNPA1	BCL2L1
BCL2L1	BBC3
C1QBP	CEBPA
ADRA1B	AP2M1
AP2M1	BCR
BCR	TP53
BCR	RB1
RB1	E2F4
AP2M1	CLTC
CLTC	EP300
EP300	CREB1
AP2M1	CSNK2B
CSNK2B	MYC
AP2M1	RUVBL2
RUVBL2	ATF2
AP2M1	EPS15
EPS15	TFAP2A
AP2M1	STX8
STX8	CREB3
AP2M1	UBC
UBC	ATF6
ATF6	ATF6B
CREB3	CREB3L2
CSNK2B	PRKAB2
PRKAB2	CREB3L1
EPS15	TRAF2
TRAF2	CREB5
EP300	NFKB1
AP2M1	EEF1A1
EEF1A1	HSP90AA1
AP2M1	AP1G1
AP1G1	JUN
CSNK2B	BRCA1
AP2M1	SFPQ
SFPQ	SP1
EP300	FOS
EP300	STAT1
EP300	HIF1A
EP300	STAT3
AP2M1	HSPA8
AP2M1	APC
APC	CREBBP
EEF1A1	GADD45G
GADD45G	PPARA
EEF1A1	CBS
CBS	HSF1
HSPA8	HTT
BRCA1	ELK4
AP2M1	PRKDC
PRKDC	SRF
EP300	TCF3
AP2M1	SPTBN1
SPTBN1	SMAD3
AP2M1	HSPA9
HSPA9	TP73
EP300	JUND
AP2M1	RALBP1
RALBP1	AMOTL2
AMOTL2	YAP1
AP2M1	DVL2
DVL2	WWTR1
HSPA8	ESR1
EP300	RARA
EEF1A1	RUVBL1
RUVBL1	LEF1
CSNK2B	RXRA
SFPQ	NR3C1
SFPQ	PPARG
EEF1A1	FUS
AP2M1	CHD8
CHD8	CTNNB1
WWTR1	TEAD1
AP2M1	PER1
PER1	VPS52
CLTC	PHB2
PHB2	TEAD3
SFPQ	MAPK1
CSNK2B	STAT5A
BCR	PTPN6
PTPN6	STAT5B
EP300	RUNX1
AP2M1	PRKACB
PRKACB	PRKAR2A
PRKAR2A	RUNX1T1
APC	EPAS1
AP2M1	HAT1
HAT1	BCL2A1
BCL2A1	BBC3
HSPA8	UBE3A
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	TP53
HTR1D	S1PR1
S1PR1	GNAI3
GNAI3	XPO1
XPO1	E2F4
KAT5	CREB1
KAT5	MYC
MDFI	CREB5
CREB5	ATF2
KAT5	EP300
KAT5	HDAC3
HDAC3	CREB3
S1PR1	WWP2
WWP2	PTCH1
PTCH1	ATF6B
MDFI	VHL
VHL	ELAVL1
MDFI	PRKAB2
VHL	HSP90AA1
MDFI	PIN1
PIN1	JUN
KAT5	E2F1
KAT5	BRCA1
VHL	SP1
WWP2	SMAD3
XPO1	STAT1
VHL	HIF1A
S1PR1	TRIP6
TRIP6	BCAR1
KAT5	RB1
BRCA1	PAX2
MDFI	MYOD1
MYOD1	STAT3
KAT5	RELA
MYOD1	CREBBP
KAT5	UBE2I
UBE2I	PPARA
UBE2I	HSF1
WWP2	SMAD2
SMAD2	ETV4
KAT5	SRF
MDFI	NAB2
NAB2	TOP1
KAT5	TP73
CREB5	JUND
NAB2	YAP1
KAT5	YWHAG
YWHAG	WWTR1
S1PR1	PDGFRB
PDGFRB	ETV6
ETV6	FLI1
KAT5	ESR1
PIN1	RARA
SMAD3	LEF1
MDFI	NR1H2
NR1H2	RXRA
NR1H2	RXRB
NR1H2	RXRG
WWP2	UBC
WWP2	SMAD7
SMAD7	TCF7L2
TRIP6	PYGO2
PYGO2	CTNNB1
YAP1	TEAD1
PRKAB2	GOLGA2
GOLGA2	TEAD4
MDFI	PIDD1
PIDD1	TEAD3
KAT5	MYB
WWP2	POU5F1
POU5F1	ETS2
TRIP6	STK16
STK16	ELK1
PDGFRB	SHC1
SHC1	STAT5A
SHC1	STAT5B
MYOD1	RUNX1
MDFI	CBFA2T2
CBFA2T2	RUNX1T1
VHL	EPAS1
MDFI	ATG12
ATG12	BCL2
ADRA2A	UCHL1
UCHL1	TP53
ADRA2A	GNAI2
GNAI2	GNAI3
TP53	CREB1
UCHL1	CDK4
CDK4	MYC
ADRA2A	GNAO1
GNAO1	RGS20
RGS20	RUVBL2
GNAO1	GABBR1
GABBR1	ATF4
GNAI2	NPM1
UCHL1	COPS5
UCHL1	CDK6
CDK6	ATF6B
UCHL1	CTNNB1
GNAI2	MDFI
RGS20	CREB5
UCHL1	HSP90AA1
GNAI2	ITCH
ITCH	JUN
UCHL1	UBC
NPM1	BRCA1
UCHL1	UBE2I
UBE2I	FOS
ADRA2A	GNB1
GNB1	MTOR
MTOR	STAT1
GNAI2	TRIP6
GNAI2	NUCB1
NUCB1	RBL1
RBL1	E2F3
MTOR	STAT3
NPM1	RELA
CTNNB1	EP300
UBE2I	ETS1
ITCH	HTT
UBE2I	SRF
GNAI2	SRSF1
SRSF1	TOP1
SRSF1	PIAS1
PIAS1	SP3
ITCH	SMAD3
GNAO1	CACNA1B
CACNA1B	UBE2L3
UBE2L3	YAP1
ITCH	DVL2
TP53	EGR1
PIAS1	FLI1
NPM1	JUNB
GNB1	PAK1
PAK1	ESR1
NPM1	RB1
TRIP6	AJUBA
AJUBA	RARA
UBE2I	RXRA
AJUBA	RXRG
GNB1	RPTOR
RPTOR	BAG3
BAG3	FOSB
GNAI2	PLSCR1
PLSCR1	DAZAP2
GNAI2	GNG5
GNG5	GOLGA2
UBE2I	MYB
TP53	ETS2
UBE2I	ELK1
ITCH	ERBB4
ERBB4	STAT5A
PLSCR1	EGFR
UCHL1	CDK1
CDK1	RUNX1
ITCH	ATN1
ATN1	RUNX1T1
NPM1	EPAS1
MTOR	BCL2L1
CDK4	CEBPA
ADRA2B	UCHL1
BRCA1	E2F4
ADRA2B	EIF2B1
EIF2B1	HNRNPL
HNRNPL	HMGA1
HMGA1	ATF2
EIF2B1	GORASP2
GORASP2	SHMT2
TP53	TFAP2A
UBE2I	JUN
UBE2I	STAT1
HSP90AA1	STAT3
TP53	RELA
UBE2I	TP63
TP63	ETV4
HNRNPL	SFPQ
TP53	SMAD3
UBE2I	TP73
EIF2B1	GCD2
GCD2	TSA1
TSA1	YAP1
HNRNPL	YWHAE
GORASP2	GOLGA2
UBE2I	SUMO2
SUMO2	TEAD3
EP300	STAT5A
UBE2I	NR3C1
NR3C1	STAT5B
UCHL1	SMN1
SMN1	BCL2
ADRA2C	UCHL1
ADRA2C	EIF2B1
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
HTR2C	CALM1
CALM1	AKT1
ESR1	MYC
DLG4	MDM2
MDM2	PML
DLG4	DLG1
DLG1	BTRC
BTRC	ATF4
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
CALM1	STX8
ESR1	XBP1
XBP1	ATF6B
DLG4	PRKCA
PRKCA	ELAVL1
MDM2	PGRMC1
MDM2	TRIM23
TRIM23	CREB5
CALM1	DCUN1D1
DCUN1D1	NFKB1
MDM2	JUN
MDM2	E2F1
CALM1	ITPR1
ESR1	SP1
DLG4	KCNA4
KCNA4	SIRT1
SIRT1	FOS
HTR2C	MPDZ
MDM2	HIF1A
DLG4	PTK2B
PTK2B	BCAR1
ERBB4	TRIM28
DLG4	LRP2
LRP2	MAPK8IP1
MAPK8IP1	PAX2
DLG4	ERBB2
ERBB2	STAT3
MDM2	RELA
ESR1	CREBBP
MDM2	EP300
DLG4	ACTN2
ACTN2	SP100
SP100	ETS1
CALM1	HSPA4
MDM2	RFWD2
AR	SMAD4
CALM1	CBL
MDM2	TP73
MDM2	JUND
ERBB4	YAP1
BTRC	WWTR1
ACTN2	SNAI1
SNAI1	EGR1
DLG4	HGS
DAZAP2	LEF1
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
MDM2	CUL1
MDM2	GOLGA2
CALM1	SNCA
SNCA	ELK1
YAP1	RUNX1
ERBB4	NCOR1
NCOR1	RUNX1T1
MDM2	CDKN1A
CDKN1A	CEBPA
HTR1A	S1PR1
TRIP6	PTK2
PTK2	TP53
HTR1A	HTR1D
SMAD7	MYC
TRIP6	CREB5
GNAI3	GNAO1
GNAI3	GNAI2
TRIP6	SRC
SRC	HDAC3
XPO1	ELAVL1
GNAI3	YWHAQ
E2F1	NFKB1
YWHAQ	SMURF1
SMURF1	NFIC
CREB5	JUN
TRIP6	POM121
POM121	BRCA1
SMAD3	SP1
SMAD3	HIF1A
YWHAQ	TRIM28
GNAI3	GNB2
GNB2	STAT3
TRIP6	UBE2C
UBE2C	RELA
SRC	CREBBP
SMAD3	EP300
YWHAQ	NCOA1
NCOA1	ARNT
YWHAQ	NCOA3
NCOA3	ETS1
NCOA1	PPARA
YWHAQ	HSPB1
HSPB1	HSF1
TRIP6	RPS14
RPS14	TOP1
YWHAQ	ESR1
GNAI3	OSBP
OSBP	CAND1
YWHAQ	YWHAZ
YWHAQ	PSMA3
PSMA3	EGR1
GNB2	ID3
ID3	PAX5
CREBBP	FOSB
GNAI3	GNG5
WWP2	ATN1
GNAI3	ATP2A3
ATP2A3	BCL2
DRD1	RANBP9
RANBP9	ESR1
ESR1	TP53
RANBP9	AR
RANBP9	NR3C1
NR3C1	CREB1
RANBP9	APP
RANBP9	THRB
THRB	ATF2
ESR1	EP300
MYC	TFAP2A
RANBP9	COPS5
ESR1	BRCA1
NR3C1	NFKB1
ESR1	SMURF1
NR3C1	JUN
ESR1	E2F1
RANBP9	UBE2I
ESR1	HIF1A
ESR1	BCAR1
ESR1	HDAC1
ESR1	STAT3
ESR1	RELA
ESR1	SMAD2
ESR1	TOP1
NR3C1	SMAD3
RANBP9	TP73
TP73	YAP1
APP	YWHAG
APP	PHF8
PHF8	RARA
SMAD2	LEF1
APP	HGS
UBE2I	TCF7L2
AR	CTNNB1
ESR1	NCOA1
ESR1	GOLGA2
NR3C1	ETS2
ESR1	STAT5A
RANBP9	TRAF6
TRAF6	RUNX1
ESR1	NCOR2
NCOR2	RUNX1T1
APP	MCM7
RANBP9	RAF1
RAF1	BCL2
MAPK8	CEBPA
RARA	JUP
STAT3	PIM1
STAT5A	PIM1
STAT5B	PIM1
RUNX1	JUP
RUNX1T1	JUP
NR3C2	ATP1B1
CREB3	FOS
CREB1	FOS
ATF2	FOS
ATF6B	FOS
ATF4	FOS
CREB3L2	FOS
CREB3L1	FOS
CREB5	FOS
NFKB1	BCL2L1
RELA	BCL2L1
SMAD3	CDKN1A
SMAD4	CDKN1A
TP53	CDKN1A
STAT5A	BCL2L1
STAT5B	BCL2L1
FOSB	CDK5
JUN	CDK5
LEF1	BIRC5
TCF7	BIRC5
TCF7L2	BIRC5
TCF7L1	BIRC5
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
TP53	CDKN1B
CREB3L1	PCNA
CREB5	PCNA
CREBBP	CDKN1A
CREBBP	CDKN1B
CREBBP	ENO1
CREBBP	NPPA
CREBBP	PGF
CREBBP	TFRC
CREBBP	TIMP1
CREBBP	VEGFB
EP300	CDKN1A
EP300	CDKN1B
EP300	ENO1
EP300	NPPA
EP300	PGF
EP300	TFRC
EP300	TIMP1
EP300	VEGFB
HIF1A	CDKN1A
HIF1A	CDKN1B
HIF1A	ENO1
HIF1A	NPPA
HIF1A	PGF
HIF1A	TFRC
HIF1A	TIMP1
HIF1A	VEGFB
ARNT	CDKN1A
ARNT	CDKN1B
ARNT	ENO1
ARNT	NPPA
ARNT	PGF
ARNT	TFRC
ARNT	TIMP1
ARNT	VEGFB
YAP1	AFP
YAP1	BBC3
YAP1	BIRC5
YAP1	ID1
YAP1	ID3
WWTR1	AFP
WWTR1	BBC3
WWTR1	BIRC5
SMAD4	ID1
SMAD4	ID3
TEAD1	BIRC5
TEAD4	BIRC5
TEAD3	BIRC5
TP73	BBC3
STAT1	PIM1
HSF1	HSPA1A
ELK1	FOS
ELK4	FOS
SRF	FOS
NFKB1	NFKBIA
RELA	NFKBIA
BBC3	TP53
TP53	IGFBP3
TP53	BAX
TP53	PPM1D
TP53	TNFRSF10B
TP53	CCNG2
NFKB1	PGF
NFKB1	VEGFB
RELA	PGF
RELA	VEGFB
STAT1	PGF
STAT1	VEGFB
STAT3	PGF
STAT3	VEGFB
EPAS1	PGF
EPAS1	VEGFB
ETS1	PGF
ETS1	VEGFB
FOS	PGF
FOS	VEGFB
JUN	PGF
JUN	VEGFB
MYC	CKS2
MYC	PGF
MYC	VEGFB
PPARA	SCP2
RXRA	SCP2
RXRA	UBC
RXRB	SCP2
RXRB	UBC
RXRG	SCP2
RXRG	UBC
SP1	COL4A1
TP53	HSP90AB1
CEBPA	AFP
NFIC	AFP
SP1	APEX1
EGR1	CD44
SP1	CD44
E2F4	CDC45
E2F2	CDC45
E2F3	CDC45
E2F1	CDC45
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP1	CDKN1A
SP3	CDKN1A
STAT3	CDKN1A
TFAP2A	CDKN1A
RARA	CRABP2
ETS1	CSNK2B
SP1	DKC1
SP3	DKC1
SP3	DNASE2
ELK3	FOS
ESR1	FOS
ETS2	FOS
ETV4	FOS
FLI1	FOS
STAT1	FOS
STAT3	FOS
JUN	GJA1
SP1	GJA1
NFIC	GOT1
CEBPA	GPX4
TFAP2A	GPX4
CREB1	GSTP1
FOS	GSTP1
ATF2	HLA-E
NFIC	HSPA1A
TFAP2A	HSPA1A
NFKB1	IER3
FLI1	IGFBP3
SP1	IGFBP3
SP3	IGFBP3
TFAP2A	IGFBP3
SP1	KRT18
ETS1	LYZ
HIF1A	MDK
PPARA	NFKBIA
MYC	NME1
TP53	NME1
JUN	NPPA
MYC	NRAS
CREB1	NRAS
JUN	NRAS
MYB	NRAS
TFAP2A	NRAS
E2F4	PCNA
BRCA1	PCNA
TP53	PCNA
TP53	PLK1
CREB1	POLD2
JUN	POLD2
NFIC	POLD2
TFAP2A	POLD2
E2F4	POLE2
NFIC	POLE2
FLI1	POLR2G
ATF4	PPP1R15A
TP53	PTTG1
SP1	RPL15
ESR1	TFF1
JUN	TFF1
CREB1	TFRC
ETS1	TFRC
JUN	TFRC
CREB1	TIMP1
ETS1	TIMP1
ETV4	TIMP1
FOS	TIMP1
JUN	TIMP1
JUNB	TIMP1
JUND	TIMP1
SMAD3	TIMP1
SMAD4	TIMP1
SP1	TIMP1
STAT1	TIMP1
STAT3	TIMP1
TFAP2A	TIMP1
SP3	TNPO1
TFAP2A	TNPO1
MYC	TP53
EGR1	TP53
FOS	TP53
HIF1A	TP53
JUN	TP53
NFIC	TP53
NFKB1	TP53
PAX2	TP53
PAX5	TP53
STAT1	TP53
TP53	TP53
JUN	TXN
FLI1	UPP1
